statement_job_id,parent_job_id,statement_type,start_time,end_time,duration_sec,total_bytes_processed,total_bytes_billed,total_slot_ms,error_message
acme-analytics-prod:EU.job_20260606021103_000893_d23a3d,acme-analytics-prod:EU.job_20260606021103_000892_d857cf,CREATE_TABLE_AS_SELECT,2026-06-06 02:11:03,2026-06-06 02:11:17,14,272884822551,272885612544,111642,
acme-analytics-prod:EU.job_20260606021117_000894_311f50,acme-analytics-prod:EU.job_20260606021103_000892_d857cf,MERGE,2026-06-06 02:11:17,2026-06-06 02:11:32,15,41250031315,41250979840,88188,
acme-analytics-prod:EU.job_20260606021132_000895_1cb4f9,acme-analytics-prod:EU.job_20260606021103_000892_d857cf,DROP_TABLE,2026-06-06 02:11:32,2026-06-06 02:12:04,32,0,10485760,683781,
acme-analytics-prod:EU.job_20260606021238_000897_d4d8f9,acme-analytics-prod:EU.job_20260606021238_000896_445b0a,CREATE_TABLE_AS_SELECT,2026-06-06 02:12:38,2026-06-06 02:12:39,0,13402251489,13402898432,4635,
acme-analytics-prod:EU.job_20260606021239_000898_4d3387,acme-analytics-prod:EU.job_20260606021238_000896_445b0a,MERGE,2026-06-06 02:12:39,2026-06-06 02:12:39,0,2025921736,2026897408,2048,
acme-analytics-prod:EU.job_20260606021239_000899_f3adfe,acme-analytics-prod:EU.job_20260606021238_000896_445b0a,DROP_TABLE,2026-06-06 02:12:39,2026-06-06 02:12:39,0,0,10485760,3812,
acme-analytics-prod:EU.job_20260608021835_001087_9d9e8c,acme-analytics-prod:EU.job_20260608021835_001086_c0a2ff,CREATE_TABLE_AS_SELECT,2026-06-08 02:18:35,2026-06-08 02:18:40,5,41354035335,41354788864,62123,
acme-analytics-prod:EU.job_20260608021840_001088_fb1ebe,acme-analytics-prod:EU.job_20260608021835_001086_c0a2ff,MERGE,2026-06-08 02:18:40,2026-06-08 02:18:44,4,6251191387,6251610112,27162,
acme-analytics-prod:EU.job_20260608021844_001089_e12f9c,acme-analytics-prod:EU.job_20260608021835_001086_c0a2ff,DROP_TABLE,2026-06-08 02:18:44,2026-06-08 02:18:50,5,0,10485760,90071,
acme-analytics-prod:EU.job_20260608021848_001092_3e7f0f,acme-analytics-prod:EU.job_20260608021848_001091_c1bf46,CREATE_TABLE_AS_SELECT,2026-06-08 02:18:48,2026-06-08 02:19:05,17,113102224046,113102553088,236585,
acme-analytics-prod:EU.job_20260608021905_001093_c028ac,acme-analytics-prod:EU.job_20260608021848_001091_c1bf46,MERGE,2026-06-08 02:19:05,2026-06-08 02:19:26,21,17096847821,17097031680,96784,
acme-analytics-prod:EU.job_20260608021926_001094_0d03aa,acme-analytics-prod:EU.job_20260608021848_001091_c1bf46,DROP_TABLE,2026-06-08 02:19:26,2026-06-08 02:19:37,11,0,10485760,18338,
acme-analytics-prod:EU.job_20260608021938_001098_2792f5,acme-analytics-prod:EU.job_20260608021938_001097_076d23,CREATE_TABLE_AS_SELECT,2026-06-08 02:19:38,2026-06-08 02:19:43,5,246106046151,246107078656,107048,
acme-analytics-prod:EU.job_20260608021943_001099_90de89,acme-analytics-prod:EU.job_20260608021938_001097_076d23,MERGE,2026-06-08 02:19:43,2026-06-08 02:19:48,6,37202076743,37202427904,34436,
acme-analytics-prod:EU.job_20260608021948_001100_05f481,acme-analytics-prod:EU.job_20260608021938_001097_076d23,DROP_TABLE,2026-06-08 02:19:48,2026-06-08 02:19:51,3,0,10485760,14145,
acme-analytics-prod:EU.job_20260608022021_001102_3c37ae,acme-analytics-prod:EU.job_20260608022021_001101_9d9d74,CREATE_TABLE_AS_SELECT,2026-06-08 02:20:21,2026-06-08 02:20:22,1,19302037860,19302187008,8985,
acme-analytics-prod:EU.job_20260608022022_001103_fce3ea,acme-analytics-prod:EU.job_20260608022021_001101_9d9d74,MERGE,2026-06-08 02:20:22,2026-06-08 02:20:25,2,2917749909,2918187008,19623,
acme-analytics-prod:EU.job_20260608022025_001104_73b246,acme-analytics-prod:EU.job_20260608022021_001101_9d9d74,DROP_TABLE,2026-06-08 02:20:25,2026-06-08 02:20:27,3,0,10485760,50266,
acme-analytics-prod:EU.job_20260608111911_001130_5095b8,acme-analytics-prod:EU.job_20260608111911_001129_5459b3,CREATE_TABLE_AS_SELECT,2026-06-08 11:19:11,2026-06-08 11:19:12,1,39529916849,39530266624,19838,
acme-analytics-prod:EU.job_20260608111912_001131_6f7180,acme-analytics-prod:EU.job_20260608111911_001129_5459b3,MERGE,2026-06-08 11:19:12,2026-06-08 11:19:13,1,5975452547,5975834624,16368,
acme-analytics-prod:EU.job_20260608111913_001132_e423c3,acme-analytics-prod:EU.job_20260608111911_001129_5459b3,DROP_TABLE,2026-06-08 11:19:13,2026-06-08 11:19:14,1,0,10485760,2425,
acme-analytics-prod:EU.job_20260608112045_001143_6c8101,acme-analytics-prod:EU.job_20260608112045_001142_363c5c,CREATE_TABLE_AS_SELECT,2026-06-08 11:20:45,2026-06-08 11:20:53,8,133935945497,133936709632,108245,
acme-analytics-prod:EU.job_20260608112053_001144_1d4e76,acme-analytics-prod:EU.job_20260608112045_001142_363c5c,MERGE,2026-06-08 11:20:53,2026-06-08 11:21:07,13,20246131296,20246953984,163658,
acme-analytics-prod:EU.job_20260608112107_001145_970355,acme-analytics-prod:EU.job_20260608112045_001142_363c5c,DROP_TABLE,2026-06-08 11:21:07,2026-06-08 11:21:19,13,0,10485760,195034,
acme-analytics-prod:EU.job_20260608112128_001153_5ac065,acme-analytics-prod:EU.job_20260608112128_001152_8f0691,CREATE_TABLE_AS_SELECT,2026-06-08 11:21:28,2026-06-08 11:21:28,1,18862097594,18862833664,5155,
acme-analytics-prod:EU.job_20260608112128_001154_c0029a,acme-analytics-prod:EU.job_20260608112128_001152_8f0691,MERGE,2026-06-08 11:21:28,2026-06-08 11:21:29,1,2851247310,2852126720,25109,
acme-analytics-prod:EU.job_20260608112129_001155_f90d5c,acme-analytics-prod:EU.job_20260608112128_001152_8f0691,DROP_TABLE,2026-06-08 11:21:29,2026-06-08 11:21:30,1,0,10485760,9821,
acme-analytics-prod:EU.job_20260608124001_001161_3c5ee9,acme-analytics-prod:EU.job_20260608124001_001160_08544f,CREATE_TABLE_AS_SELECT,2026-06-08 12:40:01,2026-06-08 12:40:09,8,201563042236,201563570176,91481,
acme-analytics-prod:EU.job_20260608124009_001162_3983bd,acme-analytics-prod:EU.job_20260608124001_001160_08544f,MERGE,2026-06-08 12:40:09,2026-06-08 12:40:18,9,30468831965,30469521408,188120,
acme-analytics-prod:EU.job_20260608124018_001163_c544f0,acme-analytics-prod:EU.job_20260608124001_001160_08544f,DROP_TABLE,2026-06-08 12:40:18,2026-06-08 12:40:24,6,0,10485760,65101,
acme-analytics-prod:EU.job_20260608124027_001165_893e0f,acme-analytics-prod:EU.job_20260608124027_001164_ce3cfb,CREATE_TABLE_AS_SELECT,2026-06-08 12:40:27,2026-06-08 12:40:29,1,38351981778,38352715776,19197,
acme-analytics-prod:EU.job_20260608124029_001166_f13c03,acme-analytics-prod:EU.job_20260608124027_001164_ce3cfb,MERGE,2026-06-08 12:40:29,2026-06-08 12:40:31,3,5797392594,5797576704,26852,
acme-analytics-prod:EU.job_20260608124031_001167_786aff,acme-analytics-prod:EU.job_20260608124027_001164_ce3cfb,DROP_TABLE,2026-06-08 12:40:31,2026-06-08 12:40:35,3,0,10485760,13302,
acme-analytics-prod:EU.job_20260608124034_001171_e16459,acme-analytics-prod:EU.job_20260608124034_001170_de028c,CREATE_TABLE_AS_SELECT,2026-06-08 12:40:34,2026-06-08 12:40:36,1,16041888813,16042164224,2328,
acme-analytics-prod:EU.job_20260608124036_001172_1453c4,acme-analytics-prod:EU.job_20260608124034_001170_de028c,MERGE,2026-06-08 12:40:36,2026-06-08 12:40:36,1,2424936681,2425356288,8870,
acme-analytics-prod:EU.job_20260608124036_001173_6c58dd,acme-analytics-prod:EU.job_20260608124034_001170_de028c,DROP_TABLE,2026-06-08 12:40:36,2026-06-08 12:40:37,1,0,10485760,11516,
acme-analytics-prod:EU.job_20260608163913_001189_634d84,acme-analytics-prod:EU.job_20260608163913_001188_adcfbe,CREATE_TABLE_AS_SELECT,2026-06-08 16:39:13,2026-06-08 16:39:17,4,97860442293,97860452352,63695,
acme-analytics-prod:EU.job_20260608163917_001190_afe0e6,acme-analytics-prod:EU.job_20260608163913_001188_adcfbe,MERGE,2026-06-08 16:39:17,2026-06-08 16:39:21,4,14792857555,14793310208,83868,
acme-analytics-prod:EU.job_20260608163921_001191_f292b5,acme-analytics-prod:EU.job_20260608163913_001188_adcfbe,DROP_TABLE,2026-06-08 16:39:21,2026-06-08 16:39:23,2,0,10485760,38650,
acme-analytics-prod:EU.job_20260608163940_001199_889090,acme-analytics-prod:EU.job_20260608163940_001198_00df68,CREATE_TABLE_AS_SELECT,2026-06-08 16:39:40,2026-06-08 16:39:41,0,15593807788,15594422272,1699,
acme-analytics-prod:EU.job_20260608163941_001200_045ded,acme-analytics-prod:EU.job_20260608163940_001198_00df68,MERGE,2026-06-08 16:39:41,2026-06-08 16:39:41,1,2357203502,2358247424,2442,
acme-analytics-prod:EU.job_20260608163941_001201_531142,acme-analytics-prod:EU.job_20260608163940_001198_00df68,DROP_TABLE,2026-06-08 16:39:41,2026-06-08 16:39:42,1,0,10485760,16370,
acme-analytics-prod:EU.job_20260609021631_001288_50b399,acme-analytics-prod:EU.job_20260609021631_001287_16f0f6,CREATE_TABLE_AS_SELECT,2026-06-09 02:16:31,2026-06-09 02:16:33,2,35863818638,35864444928,24620,
acme-analytics-prod:EU.job_20260609021633_001289_b17552,acme-analytics-prod:EU.job_20260609021631_001287_16f0f6,MERGE,2026-06-09 02:16:33,2026-06-09 02:16:36,2,5421274910,5422186496,32223,
acme-analytics-prod:EU.job_20260609021636_001290_7c9f7a,acme-analytics-prod:EU.job_20260609021631_001287_16f0f6,DROP_TABLE,2026-06-09 02:16:36,2026-06-09 02:16:37,2,0,10485760,21261,
acme-analytics-prod:EU.job_20260609021651_001293_3686ee,acme-analytics-prod:EU.job_20260609021651_001292_6b7f08,CREATE_TABLE_AS_SELECT,2026-06-09 02:16:51,2026-06-09 02:16:59,8,129171436988,129171980288,111331,
acme-analytics-prod:EU.job_20260609021659_001294_20db74,acme-analytics-prod:EU.job_20260609021651_001292_6b7f08,MERGE,2026-06-09 02:16:59,2026-06-09 02:17:10,10,19525914893,19526582272,45214,
acme-analytics-prod:EU.job_20260609021710_001295_871396,acme-analytics-prod:EU.job_20260609021651_001292_6b7f08,DROP_TABLE,2026-06-09 02:17:10,2026-06-09 02:17:28,18,0,10485760,378646,
acme-analytics-prod:EU.job_20260609021707_001298_8d3e58,acme-analytics-prod:EU.job_20260609021707_001297_3e0b3f,CREATE_TABLE_AS_SELECT,2026-06-09 02:17:07,2026-06-09 02:17:21,14,290341259006,290342305792,265458,
acme-analytics-prod:EU.job_20260609021721_001299_8d3336,acme-analytics-prod:EU.job_20260609021707_001297_3e0b3f,MERGE,2026-06-09 02:17:21,2026-06-09 02:17:30,9,43888794966,43889197056,115347,
acme-analytics-prod:EU.job_20260609021730_001300_4077fc,acme-analytics-prod:EU.job_20260609021707_001297_3e0b3f,DROP_TABLE,2026-06-09 02:17:30,2026-06-09 02:17:42,12,0,10485760,223382,
acme-analytics-prod:EU.job_20260609021800_001302_376c0f,acme-analytics-prod:EU.job_20260609021800_001301_fb24ec,CREATE_TABLE_AS_SELECT,2026-06-09 02:18:00,2026-06-09 02:18:01,2,18232706694,18233688064,35084,
acme-analytics-prod:EU.job_20260609021801_001303_eb5d00,acme-analytics-prod:EU.job_20260609021800_001301_fb24ec,MERGE,2026-06-09 02:18:01,2026-06-09 02:18:03,1,2756106825,2756706304,10916,
acme-analytics-prod:EU.job_20260609021803_001304_b6b1d9,acme-analytics-prod:EU.job_20260609021800_001301_fb24ec,DROP_TABLE,2026-06-09 02:18:03,2026-06-09 02:18:04,1,0,10485760,11666,
acme-analytics-prod:EU.job_20260609133014_001348_42ae6e,acme-analytics-prod:EU.job_20260609133014_001347_6876a8,CREATE_TABLE_AS_SELECT,2026-06-09 13:30:14,2026-06-09 13:30:28,15,111179190981,111179464704,222931,
acme-analytics-prod:EU.job_20260609133028_001349_bda4b6,acme-analytics-prod:EU.job_20260609133014_001347_6876a8,MERGE,2026-06-09 13:30:28,2026-06-09 13:30:36,7,16806156776,16806576128,29187,
acme-analytics-prod:EU.job_20260609133036_001350_0a321a,acme-analytics-prod:EU.job_20260609133014_001347_6876a8,DROP_TABLE,2026-06-09 13:30:36,2026-06-09 13:30:50,14,0,10485760,199869,
acme-analytics-prod:EU.job_20260609133030_001355_76fb15,acme-analytics-prod:EU.job_20260609133030_001354_e06288,CREATE_TABLE_AS_SELECT,2026-06-09 13:30:30,2026-06-09 13:30:47,18,274599816787,274600034304,50794,
acme-analytics-prod:EU.job_20260609133047_001356_825c2d,acme-analytics-prod:EU.job_20260609133030_001354_e06288,MERGE,2026-06-09 13:30:47,2026-06-09 13:31:04,17,41509274630,41509978112,172473,
acme-analytics-prod:EU.job_20260609133104_001357_40c36a,acme-analytics-prod:EU.job_20260609133030_001354_e06288,DROP_TABLE,2026-06-09 13:31:04,2026-06-09 13:31:23,19,0,10485760,335003,
acme-analytics-prod:EU.job_20260609133125_001363_6f6301,acme-analytics-prod:EU.job_20260609133125_001362_55850c,CREATE_TABLE_AS_SELECT,2026-06-09 13:31:25,2026-06-09 13:31:25,1,13591449075,13591642112,3746,
acme-analytics-prod:EU.job_20260609133125_001364_f407f9,acme-analytics-prod:EU.job_20260609133125_001362_55850c,MERGE,2026-06-09 13:31:25,2026-06-09 13:31:27,2,2054521371,2055208960,9962,
acme-analytics-prod:EU.job_20260609133127_001365_0e179b,acme-analytics-prod:EU.job_20260609133125_001362_55850c,DROP_TABLE,2026-06-09 13:31:27,2026-06-09 13:31:29,2,0,10485760,19625,
acme-analytics-prod:EU.job_20260609170846_001388_84215c,acme-analytics-prod:EU.job_20260609170846_001387_28a799,CREATE_TABLE_AS_SELECT,2026-06-09 17:08:46,2026-06-09 17:09:04,18,278211568369,278212378624,61911,
acme-analytics-prod:EU.job_20260609170904_001389_b90456,acme-analytics-prod:EU.job_20260609170846_001387_28a799,MERGE,2026-06-09 17:09:04,2026-06-09 17:09:35,31,42055237079,42055237632,670586,
acme-analytics-prod:EU.job_20260609170935_001390_bcf121,acme-analytics-prod:EU.job_20260609170846_001387_28a799,DROP_TABLE,2026-06-09 17:09:35,2026-06-09 17:09:47,12,0,10485760,22224,
acme-analytics-prod:EU.job_20260610021527_001475_52bb48,acme-analytics-prod:EU.job_20260610021527_001474_b299ee,CREATE_TABLE_AS_SELECT,2026-06-10 02:15:27,2026-06-10 02:15:29,1,35277598239,35278290944,15549,
acme-analytics-prod:EU.job_20260610021529_001476_361985,acme-analytics-prod:EU.job_20260610021527_001474_b299ee,MERGE,2026-06-10 02:15:29,2026-06-10 02:15:29,1,5332660198,5333057536,5317,
acme-analytics-prod:EU.job_20260610021529_001477_b7dcd7,acme-analytics-prod:EU.job_20260610021527_001474_b299ee,DROP_TABLE,2026-06-10 02:15:29,2026-06-10 02:15:31,1,0,10485760,18970,
acme-analytics-prod:EU.job_20260610021541_001480_0c3099,acme-analytics-prod:EU.job_20260610021541_001479_427442,CREATE_TABLE_AS_SELECT,2026-06-10 02:15:41,2026-06-10 02:15:57,17,102690514040,102691241984,65332,
acme-analytics-prod:EU.job_20260610021557_001481_6aeeb6,acme-analytics-prod:EU.job_20260610021541_001479_427442,MERGE,2026-06-10 02:15:57,2026-06-10 02:16:07,10,15522984680,15523119104,147815,
acme-analytics-prod:EU.job_20260610021607_001482_741e34,acme-analytics-prod:EU.job_20260610021541_001479_427442,DROP_TABLE,2026-06-10 02:16:07,2026-06-10 02:16:25,18,0,10485760,82885,
acme-analytics-prod:EU.job_20260610021609_001486_780898,acme-analytics-prod:EU.job_20260610021609_001485_afd194,CREATE_TABLE_AS_SELECT,2026-06-10 02:16:09,2026-06-10 02:16:29,20,255420589478,255421579264,246350,
acme-analytics-prod:EU.job_20260610021629_001487_a49e37,acme-analytics-prod:EU.job_20260610021609_001485_afd194,MERGE,2026-06-10 02:16:29,2026-06-10 02:16:46,17,38610089107,38610665472,166415,
acme-analytics-prod:EU.job_20260610021646_001488_d5bcb3,acme-analytics-prod:EU.job_20260610021609_001485_afd194,DROP_TABLE,2026-06-10 02:16:46,2026-06-10 02:17:02,16,0,10485760,297138,
acme-analytics-prod:EU.job_20260610021736_001490_a57a46,acme-analytics-prod:EU.job_20260610021736_001489_313647,CREATE_TABLE_AS_SELECT,2026-06-10 02:17:36,2026-06-10 02:17:37,1,14722258705,14723055616,10868,
acme-analytics-prod:EU.job_20260610021737_001491_7b0c82,acme-analytics-prod:EU.job_20260610021736_001489_313647,MERGE,2026-06-10 02:17:37,2026-06-10 02:17:38,1,2225457711,2226126848,15475,
acme-analytics-prod:EU.job_20260610021738_001492_9da20c,acme-analytics-prod:EU.job_20260610021736_001489_313647,DROP_TABLE,2026-06-10 02:17:38,2026-06-10 02:17:40,2,0,10485760,36285,
acme-analytics-prod:EU.job_20260610111008_001523_f12b08,acme-analytics-prod:EU.job_20260610111008_001522_f5a322,CREATE_TABLE_AS_SELECT,2026-06-10 11:10:08,2026-06-10 11:10:14,6,123895413800,123895545856,94462,
acme-analytics-prod:EU.job_20260610111014_001524_bac265,acme-analytics-prod:EU.job_20260610111008_001522_f5a322,MERGE,2026-06-10 11:10:14,2026-06-10 11:10:22,8,18728376504,18728615936,144743,
acme-analytics-prod:EU.job_20260610111022_001525_2ae237,acme-analytics-prod:EU.job_20260610111008_001522_f5a322,DROP_TABLE,2026-06-10 11:10:22,2026-06-10 11:10:31,9,0,10485760,153321,
acme-analytics-prod:EU.job_20260610111114_001530_cf6782,acme-analytics-prod:EU.job_20260610111114_001529_666fca,CREATE_TABLE_AS_SELECT,2026-06-10 11:11:14,2026-06-10 11:11:16,2,37659749408,37660655616,7433,
acme-analytics-prod:EU.job_20260610111116_001531_5bf307,acme-analytics-prod:EU.job_20260610111114_001529_666fca,MERGE,2026-06-10 11:11:16,2026-06-10 11:11:17,1,5692752817,5693767680,2224,
acme-analytics-prod:EU.job_20260610111117_001532_3a317c,acme-analytics-prod:EU.job_20260610111114_001529_666fca,DROP_TABLE,2026-06-10 11:11:17,2026-06-10 11:11:19,2,0,10485760,37790,
acme-analytics-prod:EU.job_20260611020934_001617_c7a74c,acme-analytics-prod:EU.job_20260611020934_001616_db6498,CREATE_TABLE_AS_SELECT,2026-06-11 02:09:34,2026-06-11 02:09:41,6,40650921551,40651194368,139321,
acme-analytics-prod:EU.job_20260611020941_001618_38daf0,acme-analytics-prod:EU.job_20260611020934_001616_db6498,MERGE,2026-06-11 02:09:41,2026-06-11 02:09:44,3,6144906746,6145703936,37953,
acme-analytics-prod:EU.job_20260611020944_001619_3e5f42,acme-analytics-prod:EU.job_20260611020934_001616_db6498,DROP_TABLE,2026-06-11 02:09:44,2026-06-11 02:09:49,5,0,10485760,8678,
acme-analytics-prod:EU.job_20260611020940_001622_46e75e,acme-analytics-prod:EU.job_20260611020940_001621_f7fa11,CREATE_TABLE_AS_SELECT,2026-06-11 02:09:40,2026-06-11 02:09:43,2,96475861225,96476332032,16270,
acme-analytics-prod:EU.job_20260611020943_001623_e51f85,acme-analytics-prod:EU.job_20260611020940_001621_f7fa11,MERGE,2026-06-11 02:09:43,2026-06-11 02:09:45,2,14583560417,14583595008,22052,
acme-analytics-prod:EU.job_20260611020945_001624_c97de1,acme-analytics-prod:EU.job_20260611020940_001621_f7fa11,DROP_TABLE,2026-06-11 02:09:45,2026-06-11 02:09:46,2,0,10485760,17601,
acme-analytics-prod:EU.job_20260611021008_001627_cb5b8f,acme-analytics-prod:EU.job_20260611021008_001626_5d167f,CREATE_TABLE_AS_SELECT,2026-06-11 02:10:08,2026-06-11 02:10:16,8,295028420348,295029440512,141798,
acme-analytics-prod:EU.job_20260611021016_001628_a7909e,acme-analytics-prod:EU.job_20260611021008_001626_5d167f,MERGE,2026-06-11 02:10:16,2026-06-11 02:10:22,6,44597319355,44598034432,131796,
acme-analytics-prod:EU.job_20260611021022_001629_3850b1,acme-analytics-prod:EU.job_20260611021008_001626_5d167f,DROP_TABLE,2026-06-11 02:10:22,2026-06-11 02:10:33,11,0,10485760,42253,
acme-analytics-prod:EU.job_20260611021046_001631_d058a6,acme-analytics-prod:EU.job_20260611021046_001630_ed7fe1,CREATE_TABLE_AS_SELECT,2026-06-11 02:10:46,2026-06-11 02:10:47,1,15263031533,15263072256,15894,
acme-analytics-prod:EU.job_20260611021047_001632_fa3c5b,acme-analytics-prod:EU.job_20260611021046_001630_ed7fe1,MERGE,2026-06-11 02:10:47,2026-06-11 02:10:49,2,2307202441,2307915776,23889,
acme-analytics-prod:EU.job_20260611021049_001633_1cc5cc,acme-analytics-prod:EU.job_20260611021046_001630_ed7fe1,DROP_TABLE,2026-06-11 02:10:49,2026-06-11 02:10:51,2,0,10485760,15206,
acme-analytics-prod:EU.job_20260611112717_001661_8d7641,acme-analytics-prod:EU.job_20260611112717_001660_5457af,CREATE_TABLE_AS_SELECT,2026-06-11 11:27:17,2026-06-11 11:27:51,34,287820397095,287820480512,181039,
acme-analytics-prod:EU.job_20260611112751_001662_36443e,acme-analytics-prod:EU.job_20260611112717_001660_5457af,MERGE,2026-06-11 11:27:51,2026-06-11 11:28:11,19,43507734444,43508563968,334520,
acme-analytics-prod:EU.job_20260611112811_001663_a2ee1f,acme-analytics-prod:EU.job_20260611112717_001660_5457af,DROP_TABLE,2026-06-11 11:28:11,2026-06-11 11:28:40,29,0,10485760,312458,
acme-analytics-prod:EU.job_20260611112830_001668_fa7dd4,acme-analytics-prod:EU.job_20260611112830_001667_772e6f,CREATE_TABLE_AS_SELECT,2026-06-11 11:28:30,2026-06-11 11:28:35,5,114929774754,114930221056,54062,
acme-analytics-prod:EU.job_20260611112835_001669_23798b,acme-analytics-prod:EU.job_20260611112830_001667_772e6f,MERGE,2026-06-11 11:28:35,2026-06-11 11:28:40,5,17373105486,17373855744,57914,
acme-analytics-prod:EU.job_20260611112840_001670_2920ec,acme-analytics-prod:EU.job_20260611112830_001667_772e6f,DROP_TABLE,2026-06-11 11:28:40,2026-06-11 11:28:49,10,0,10485760,187215,
acme-analytics-prod:EU.job_20260611134400_001677_74d4f8,acme-analytics-prod:EU.job_20260611134400_001676_121909,CREATE_TABLE_AS_SELECT,2026-06-11 13:44:00,2026-06-11 13:44:01,1,36360953351,36361469952,12469,
acme-analytics-prod:EU.job_20260611134401_001678_dcd7a8,acme-analytics-prod:EU.job_20260611134400_001676_121909,MERGE,2026-06-11 13:44:01,2026-06-11 13:44:03,2,5496423181,5496635392,4932,
acme-analytics-prod:EU.job_20260611134403_001679_bdd5a8,acme-analytics-prod:EU.job_20260611134400_001676_121909,DROP_TABLE,2026-06-11 13:44:03,2026-06-11 13:44:04,1,0,10485760,5427,
acme-analytics-prod:EU.job_20260611134428_001687_4f987d,acme-analytics-prod:EU.job_20260611134428_001686_91bf5a,CREATE_TABLE_AS_SELECT,2026-06-11 13:44:28,2026-06-11 13:44:35,7,119722105755,119722213376,133011,
acme-analytics-prod:EU.job_20260611134435_001688_6ea9d4,acme-analytics-prod:EU.job_20260611134428_001686_91bf5a,MERGE,2026-06-11 13:44:35,2026-06-11 13:44:48,12,18097527614,18098421760,60066,
acme-analytics-prod:EU.job_20260611134448_001689_659a48,acme-analytics-prod:EU.job_20260611134428_001686_91bf5a,DROP_TABLE,2026-06-11 13:44:48,2026-06-11 13:44:52,5,0,10485760,59123,
acme-analytics-prod:EU.job_20260611134437_001692_1c2bc8,acme-analytics-prod:EU.job_20260611134437_001691_023a86,CREATE_TABLE_AS_SELECT,2026-06-11 13:44:37,2026-06-11 13:44:50,14,281068962528,281069748224,274039,
acme-analytics-prod:EU.job_20260611134450_001693_c7a8b2,acme-analytics-prod:EU.job_20260611134437_001691_023a86,MERGE,2026-06-11 13:44:50,2026-06-11 13:45:01,10,42487168754,42487250944,118042,
acme-analytics-prod:EU.job_20260611134501_001694_921ff9,acme-analytics-prod:EU.job_20260611134437_001691_023a86,DROP_TABLE,2026-06-11 13:45:01,2026-06-11 13:45:26,26,0,10485760,76487,
acme-analytics-prod:EU.job_20260611162709_001722_f4c49e,acme-analytics-prod:EU.job_20260611162709_001721_45d99f,CREATE_TABLE_AS_SELECT,2026-06-11 16:27:09,2026-06-11 16:27:11,2,42434339984,42434822144,4986,
acme-analytics-prod:EU.job_20260611162711_001723_bb432c,acme-analytics-prod:EU.job_20260611162709_001721_45d99f,MERGE,2026-06-11 16:27:11,2026-06-11 16:27:15,4,6414493253,6415187968,35998,
acme-analytics-prod:EU.job_20260611162715_001724_2457d9,acme-analytics-prod:EU.job_20260611162709_001721_45d99f,DROP_TABLE,2026-06-11 16:27:15,2026-06-11 16:27:17,2,0,10485760,13000,
acme-analytics-prod:EU.job_20260611162746_001732_62a7ee,acme-analytics-prod:EU.job_20260611162746_001731_37b9ce,CREATE_TABLE_AS_SELECT,2026-06-11 16:27:46,2026-06-11 16:27:48,2,227380548570,227380559872,9412,
acme-analytics-prod:EU.job_20260611162748_001733_b19570,acme-analytics-prod:EU.job_20260611162746_001731_37b9ce,MERGE,2026-06-11 16:27:48,2026-06-11 16:27:51,3,34371478272,34372321280,9522,
acme-analytics-prod:EU.job_20260611162751_001734_5a33a7,acme-analytics-prod:EU.job_20260611162746_001731_37b9ce,DROP_TABLE,2026-06-11 16:27:51,2026-06-11 16:27:52,1,0,10485760,12964,
acme-analytics-prod:EU.job_20260612021331_001792_973c1d,acme-analytics-prod:EU.job_20260612021331_001791_1bb38c,CREATE_TABLE_AS_SELECT,2026-06-12 02:13:31,2026-06-12 02:13:34,3,39957438683,39958085632,25848,
acme-analytics-prod:EU.job_20260612021334_001793_ac9d88,acme-analytics-prod:EU.job_20260612021331_001791_1bb38c,MERGE,2026-06-12 02:13:34,2026-06-12 02:13:36,2,6040077940,6040846336,5928,
acme-analytics-prod:EU.job_20260612021336_001794_43a682,acme-analytics-prod:EU.job_20260612021331_001791_1bb38c,DROP_TABLE,2026-06-12 02:13:36,2026-06-12 02:13:38,2,0,10485760,27525,
acme-analytics-prod:EU.job_20260612021348_001797_776ee2,acme-analytics-prod:EU.job_20260612021348_001796_232d2b,CREATE_TABLE_AS_SELECT,2026-06-12 02:13:48,2026-06-12 02:13:52,3,128814128625,128814415872,39606,
acme-analytics-prod:EU.job_20260612021352_001798_67e439,acme-analytics-prod:EU.job_20260612021348_001796_232d2b,MERGE,2026-06-12 02:13:52,2026-06-12 02:13:54,3,19471903164,19472056320,33629,
acme-analytics-prod:EU.job_20260612021354_001799_5a22fd,acme-analytics-prod:EU.job_20260612021348_001796_232d2b,DROP_TABLE,2026-06-12 02:13:54,2026-06-12 02:13:58,3,0,10485760,63848,
acme-analytics-prod:EU.job_20260612021408_001803_b0a518,acme-analytics-prod:EU.job_20260612021408_001802_18ff69,CREATE_TABLE_AS_SELECT,2026-06-12 02:14:08,2026-06-12 02:14:27,20,286601894262,286602035200,317140,
acme-analytics-prod:EU.job_20260612021427_001804_d82260,acme-analytics-prod:EU.job_20260612021408_001802_18ff69,MERGE,2026-06-12 02:14:27,2026-06-12 02:14:51,24,43323542155,43324014592,457497,
acme-analytics-prod:EU.job_20260612021451_001805_e38123,acme-analytics-prod:EU.job_20260612021408_001802_18ff69,DROP_TABLE,2026-06-12 02:14:51,2026-06-12 02:15:12,21,0,10485760,118401,
acme-analytics-prod:EU.job_20260612021634_001807_8d7499,acme-analytics-prod:EU.job_20260612021634_001806_6716a4,CREATE_TABLE_AS_SELECT,2026-06-12 02:16:34,2026-06-12 02:16:35,1,17736879879,17737711616,5579,
